"Name","Location","Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"caseD_20","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_21","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_22","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_23","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_24","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_25","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_26","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_27","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_28","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_29","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_2a","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_2b","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_2c","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_2e","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_2f","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_30","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_31","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_32","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_33","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_34","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_35","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_36","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_37","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_38","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_39","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3a","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3b","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3c","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3d","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3e","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_3f","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_40","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_41","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_42","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_43","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_44","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_45","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_47","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_48","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_49","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4a","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4b","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4c","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4d","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4e","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_4f","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_50","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_52","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_53","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_54","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_55","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_56","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_57","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"caseD_58","0040a90e","Instruction Label","","switchD_0040a814","Analysis","0","0"
"switchdataD_0040a988","0040a988","Data Label","pointer","switchD_0040a814","Analysis","1","0"
"switchdataD_0040a9a8","0040a9a8","Data Label","byte","switchD_0040a814","Analysis","0","0"
"FUN_0040aa00","0040aa00","Function","undefined","Global","Default","1","0"
"FUN_0040aa50","0040aa50","Function","undefined4","Global","Default","1","0"
"FUN_0040aa60","0040aa60","Function","undefined4","Global","Default","4","0"
"FUN_0040aa70","0040aa70","Function","undefined4 *","Global","Default","1","0"
"FUN_0040aa90","0040aa90","Function","undefined","Global","Default","1","0"
"FUN_0040ab20","0040ab20","Function","undefined","Global","Default","1","0"
"FUN_0040ade0","0040ade0","Function","undefined","Global","Default","1","0"
"switchD","0040b6cc","Instruction Label","","switchD_0040b6cc","Analysis","0","0"
"caseD_1","0040b6d3","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_2","0040cb26","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_4","0040cbe4","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_3","0040cc5f","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_5","0040ccbf","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_7","0040cf20","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_8","0040d139","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_9","0040d28b","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_6","0040d2eb","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_b","0040d447","Instruction Label","","switchD_0040b6cc","Analysis","2","0"
"caseD_a","0040d6f1","Instruction Label","","switchD_0040b6cc","Analysis","3","0"
"switchdataD_0040e628","0040e628","Data Label","pointer","switchD_0040b6cc","Analysis","0","0"
"FUN_0040e690","0040e690","Function","uint","Global","Default","7","0"
"FUN_0040e700","0040e700","Function","undefined","Global","Default","1","0"
"FUN_0040e870","0040e870","Function","undefined","Global","Default","3","0"
"FUN_0040e8e0","0040e8e0","Function","undefined","Global","Default","2","0"
"FUN_0040e9a0","0040e9a0","Function","int","Global","Default","1","0"
"FUN_0040ea30","0040ea30","Function","undefined","Global","Default","0","0"
"FUN_0040ebf0","0040ebf0","Function","undefined","Global","Default","1","0"
"FUN_0040ee00","0040ee00","Function","undefined","Global","Default","1","0"
"FUN_0040ee70","0040ee70","Function","void *","Global","Default","1","0"
"FUN_0040ef00","0040ef00","Function","undefined4","Global","Default","1","0"
"switchD","0040ef64","Instruction Label","","switchD_0040ef64","Analysis","0","0"
"caseD_fffffed4","0040ef6b","Instruction Label","","switchD_0040ef64","Analysis","2","0"
"caseD_fffffed6","0040ef73","Instruction Label","","switchD_0040ef64","Analysis","3","0"
"caseD_fffffed7","0040ef73","Instruction Label","","switchD_0040ef64","Analysis","0","0"
"caseD_fffffed5","0040ef7b","Instruction Label","","switchD_0040ef64","Analysis","2","0"
"default","0040ef89","Instruction Label","","switchD_0040ef64","Analysis","2","0"
"switchdataD_0040efd8","0040efd8","Data Label","pointer","switchD_0040ef64","Analysis","1","0"
"FUN_0040eff0","0040eff0","Function","undefined","Global","Default","9","0"
"FUN_0040f450","0040f450","Function","undefined","Global","Default","2","0"
"FUN_0040f510","0040f510","Function","undefined","Global","Default","1","0"
"FUN_0040f5c0","0040f5c0","Function","float10","Global","Default","1","0"
"FUN_0040f6f0","0040f6f0","Function","float10","Global","Default","1","0"
"FUN_0040f850","0040f850","Function","undefined","Global","Default","1","0"
"FUN_0040f920","0040f920","Function","undefined","Global","Default","2","0"
"FUN_0040fac0","0040fac0","Function","undefined","Global","Default","1","0"
"FUN_0040fd80","0040fd80","Function","undefined","Global","Default","0","0"
"FUN_0040ffa0","0040ffa0","Function","undefined","Global","Default","1","0"
"FUN_00410050","00410050","Function","int","Global","Default","2","0"
"FUN_004100b0","004100b0","Function","undefined","Global","Default","2","0"
"FUN_00410170","00410170","Function","undefined","Global","Default","1","0"
"FUN_00410240","00410240","Function","undefined","Global","Default","1","0"
"FUN_004102c0","004102c0","Function","undefined","Global","Default","2","0"
"FUN_004104f0","004104f0","Function","undefined4","Global","Default","1","0"
"FUN_00410940","00410940","Function","undefined","Global","Default","1","0"
"FUN_00410a10","00410a10","Function","undefined4","Global","Default","2","0"
"switchD","00411036","Instruction Label","","switchD_00411036","Analysis","0","0"
"caseD_fed4","00411056","Instruction Label","","switchD_00411036","Analysis","2","0"
"caseD_fed6","00411068","Instruction Label","","switchD_00411036","Analysis","3","0"
"caseD_fed7","00411068","Instruction Label","","switchD_00411036","Analysis","0","0"
"caseD_fed5","00411083","Instruction Label","","switchD_00411036","Analysis","2","0"
"default","004110a6","Instruction Label","","switchD_00411036","Analysis","3","0"
"switchdataD_00411460","00411460","Data Label","pointer","switchD_00411036","Analysis","1","0"
"FUN_00411470","00411470","Function","undefined","Global","Default","2","0"
"FUN_004115f0","004115f0","Function","int","Global","Default","1","0"
"FUN_00411640","00411640","Function","undefined","Global","Default","1","0"
"FUN_004118d0","004118d0","Function","undefined","Global","Default","2","0"
"FUN_00411980","00411980","Function","undefined","Global","Default","2","0"
"FUN_00411c00","00411c00","Function","undefined","Global","Default","1","0"
"switchD","00411c7d","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_0","00411c84","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_6","00411c84","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_1","00411c94","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_7","00411c94","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_2","00411caa","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_8","00411caa","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_3","00411cba","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_9","00411cba","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_4","00411cd0","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_a","00411cd0","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"caseD_5","00411ce0","Instruction Label","","switchD_00411c7d","Analysis","3","0"
"caseD_b","00411ce0","Instruction Label","","switchD_00411c7d","Analysis","0","0"
"default","00411cf8","Instruction Label","","switchD_00411c7d","Analysis","6","0"
"switchdataD_00411ec4","00411ec4","Data Label","pointer","switchD_00411c7d","Analysis","1","0"
"FUN_00411f20","00411f20","Function","undefined","Global","Default","1","0"
"FUN_00412210","00412210","Function","undefined","Global","Default","1","0"
"FUN_00412580","00412580","Function","undefined","Global","Default","2","0"
"FUN_004126b0","004126b0","Function","undefined4","Global","Default","1","0"
"FUN_00412760","00412760","Function","undefined4","Global","Default","2","0"
"FUN_00412aa0","00412aa0","Function","undefined4","Global","Default","1","0"
"FUN_00412bd0","00412bd0","Function","undefined","Global","Default","1","0"
"FUN_00412fc0","00412fc0","Function","undefined","Global","Default","0","0"
"FUN_00413230","00413230","Function","undefined","Global","Default","0","0"
"FUN_00413270","00413270","Function","undefined","Global","Default","1","0"
"FUN_00413470","00413470","Function","undefined","Global","Default","1","0"
"FUN_00413510","00413510","Function","undefined","Global","Default","2","0"
"FUN_004136c0","004136c0","Function","undefined","Global","Default","1","0"
"FUN_00413890","00413890","Function","undefined","Global","Default","1","0"
"FUN_00413a20","00413a20","Function","undefined","Global","Default","1","0"
"FUN_00413b10","00413b10","Function","undefined","Global","Default","1","0"
"FUN_00413f20","00413f20","Function","undefined","Global","Default","0","0"
"FUN_00413f80","00413f80","Function","undefined","Global","Default","1","0"
"FUN_00413fe0","00413fe0","Function","undefined","Global","Default","4","0"
"FUN_00414090","00414090","Function","undefined","Global","Default","5","0"
"FUN_00414170","00414170","Function","undefined","Global","Default","4","0"
"FUN_00414250","00414250","Function","undefined","Global","Default","5","0"
"FUN_00414340","00414340","Function","undefined","Global","Default","1","0"
"FUN_00414400","00414400","Function","undefined","Global","Default","1","0"
"ResetPlayerPacket","004148a0","Function","undefined","Global","User Defined","3","0"
"FUN_00414ab0","00414ab0","Function","undefined","Global","Default","11","0"
"FUN_00414ad0","00414ad0","Function","undefined","Global","Default","2","0"
"FUN_00414bb0","00414bb0","Function","undefined","Global","Default","1","0"
"FUN_00414c50","00414c50","Function","undefined","Global","Default","2","0"
"FUN_00414ca0","00414ca0","Function","undefined","Global","Default","2","0"
"FUN_00414ce0","00414ce0","Function","undefined","Global","Default","10","0"
"FUN_00414d10","00414d10","Function","undefined","Global","Default","1","0"
"MakePlayerList","00414d40","Function","int","Global","User Defined","3","0"
"FUN_00414f20","00414f20","Function","undefined","Global","Default","3","0"
"FUN_00414f80","00414f80","Function","undefined","Global","Default","1","0"
"FUN_00415000","00415000","Function","undefined","Global","Default","4","0"
"FUN_00415050","00415050","Function","int","Global","Default","7","0"
"ResetCharacterIdle","004150d0","Function","undefined","Global","User Defined","9","0"
"FUN_004151c0","004151c0","Function","undefined","Global","Default","2","0"
"FUN_00415370","00415370","Function","undefined","Global","Default","11","0"
"FUN_00415510","00415510","Function","undefined","Global","Default","1","0"
"FUN_00415770","00415770","Function","undefined","Global","Default","2","0"
"FUN_00415c60","00415c60","Function","undefined","Global","Default","2","0"
"FUN_00416190","00416190","Function","undefined","Global","Default","2","0"
"FUN_00416c30","00416c30","Function","undefined","Global","Default","1","0"
"FUN_00416c90","00416c90","Function","undefined4","Global","Default","2","0"
"FUN_00416d60","00416d60","Function","undefined","Global","Default","2","0"
"FUN_00418ca0","00418ca0","Function","undefined","Global","Default","2","0"
"FUN_00418fb0","00418fb0","Function","undefined","Global","Default","2","0"
"FUN_004190e0","004190e0","Function","undefined4","Global","Default","3","0"
"FUN_00419130","00419130","Function","float10","Global","Default","1","0"
"FUN_004191d0","004191d0","Function","undefined","Global","Default","1","0"
"FUN_00419340","00419340","Function","undefined","Global","Default","1","0"
"FUN_00419550","00419550","Function","undefined","Global","Default","1","0"
"FUN_00419760","00419760","Function","undefined","Global","Default","1","0"
